athlete_id,sport,age,gender,training_years,vo2_max,hrv,lactate_threshold,stride_length,cadence,force_application,performance_score,adaptability_score,skiing_potential
A0294,cycling,21,F,8,54.7,77.0,83.6,1.2,165,299.4,7.58,9.1,63.8
A0295,cycling,25,F,12,52.8,82.3,78.8,0.94,191,300.1,8.6,8.16,89.2
A0296,rowing,35,F,1,63.7,68.5,85.9,1.28,178,339.2,8.71,8.35,71.4
A0297,rowing,31,F,12,67.7,87.5,87.2,0.93,169,390.9,8.28,6.27,81.6
A0298,rowing,35,M,4,51.3,98.4,86.9,1.19,177,273.3,7.72,9.09,90.6
A0299,rowing,31,F,11,51.7,78.3,76.3,1.25,176,234.5,9.88,8.25,61.3
A0300,rowing,32,F,5,70.1,80.9,80.1,1.43,193,237.0,8.24,9.22,87.8
A0301,running,21,M,2,70.2,69.6,83.0,1.12,178,204.1,9.18,6.76,77.4
A0302,cycling,30,M,1,56.1,95.7,76.4,1.34,154,311.1,7.55,6.66,77.6
A0303,cycling,25,F,8,65.4,98.8,70.8,0.92,198,385.8,9.47,5.12,96.3
A0304,cycling,35,F,6,61.1,91.5,79.9,0.91,191,342.6,7.65,8.84,94.4
A0305,cycling,29,M,5,65.8,81.7,70.3,1.17,187,398.6,9.03,6.65,62.3
A0306,rowing,31,M,13,71.6,98.3,89.0,1.22,187,381.9,8.52,6.64,84.7
A0307,cycling,19,M,9,52.0,66.2,85.9,1.24,193,298.4,7.44,8.44,77.4
A0308,running,35,F,13,69.4,79.1,73.8,1.32,200,297.3,7.07,6.26,64.7
A0309,running,19,F,11,62.3,81.5,75.8,1.01,151,325.7,9.79,9.55,94.0
A0310,cycling,28,M,13,64.1,79.7,89.7,1.24,194,222.2,7.38,7.69,62.9
A0311,cycling,26,F,11,66.3,92.1,77.5,0.93,169,321.5,9.11,9.85,61.3
A0312,running,29,M,2,73.1,86.8,85.7,0.95,192,292.8,8.96,5.38,67.9
A0313,running,34,F,10,51.4,65.1,78.9,0.85,196,328.5,8.03,6.68,72.1
A0314,rowing,32,M,12,50.7,73.9,87.3,1.32,162,313.0,7.56,6.91,62.4
A0315,running,34,M,8,54.5,73.6,84.1,1.15,175,262.1,7.53,8.65,85.7
A0316,rowing,35,F,11,74.7,82.6,70.5,0.97,184,321.6,8.76,6.06,77.5
A0317,rowing,23,F,14,67.9,71.7,75.9,1.19,195,273.2,8.64,6.88,76.5
A0318,rowing,34,F,10,65.4,64.7,81.2,1.05,157,238.9,9.63,9.55,65.8
A0319,rowing,35,F,13,51.2,86.1,88.5,1.39,177,335.0,8.92,5.57,77.5
A0320,rowing,25,F,9,72.0,94.0,72.0,1.17,190,261.3,9.46,8.73,75.6
A0321,cycling,26,F,1,70.3,97.3,82.0,0.82,164,377.8,7.1,8.51,75.3
A0322,running,23,M,7,66.6,98.9,76.0,1.49,199,239.9,9.01,5.65,68.7
A0323,rowing,22,F,8,58.5,91.2,87.8,0.85,157,320.0,7.7,8.44,63.8
A0324,running,29,M,3,51.8,65.6,85.3,1.29,160,314.3,7.76,7.85,70.4
A0325,running,28,M,14,64.5,94.1,77.4,1.11,178,239.5,9.16,6.44,86.7
A0326,rowing,18,F,4,68.0,76.0,73.3,0.97,154,288.0,9.38,6.56,62.9
A0327,cycling,28,M,13,52.4,89.2,70.2,1.27,196,335.1,8.12,9.16,75.3
A0328,rowing,26,M,3,65.8,81.3,82.4,0.89,196,263.7,9.37,6.16,80.6
A0329,cycling,19,F,7,57.2,93.1,78.1,1.4,156,222.8,8.33,7.56,98.5
A0330,running,29,F,9,69.1,77.0,76.3,0.98,167,323.0,9.57,8.41,93.8
A0331,cycling,21,F,3,63.5,62.5,89.7,1.05,177,244.8,7.07,5.65,96.7
A0332,cycling,21,M,13,53.2,82.3,79.3,1.24,161,336.3,7.25,9.66,92.8
A0333,cycling,35,F,6,63.2,66.9,85.0,0.8,161,367.9,9.33,6.3,83.6
A0334,running,32,F,8,59.9,98.6,73.5,1.13,185,224.7,8.87,6.59,94.4
A0335,running,30,F,6,54.5,81.1,70.3,1.43,178,287.5,8.68,8.33,82.6
A0336,cycling,34,F,2,71.0,82.1,78.4,1.28,160,289.0,8.84,5.39,74.3
A0337,cycling,23,M,13,50.3,96.3,83.3,1.07,155,326.5,9.79,8.14,74.9
A0338,rowing,33,F,7,57.8,85.0,80.1,1.26,170,266.9,8.97,9.58,82.6
A0339,cycling,29,M,2,50.3,72.1,87.8,1.46,159,283.7,8.94,6.25,92.4
A0340,rowing,22,F,2,52.4,71.8,78.7,0.93,181,202.4,9.28,6.81,65.3
A0341,cycling,34,M,2,57.4,80.1,76.2,1.17,196,224.5,9.6,6.16,61.6
A0342,rowing,18,M,11,51.4,94.7,88.3,0.96,182,314.0,7.79,9.09,91.6
A0343,running,27,M,15,64.9,91.8,78.1,1.4,166,243.2,8.85,5.84,85.9
A0344,cycling,32,F,1,52.2,98.5,75.4,1.3,152,228.9,8.75,6.73,92.9
A0345,cycling,28,M,14,67.5,62.9,72.0,1.36,192,264.9,7.4,8.01,99.1
A0346,cycling,30,F,11,51.3,70.7,85.9,1.46,167,232.7,8.56,7.02,70.1
A0347,cycling,22,F,1,51.5,63.2,86.5,0.96,159,211.9,7.21,5.33,67.8
A0348,rowing,18,F,14,57.6,90.0,70.7,0.83,190,256.8,7.55,9.74,73.6
A0349,cycling,29,F,7,72.4,65.6,77.2,1.0,188,232.9,9.74,6.69,95.1
A0350,running,28,F,15,66.0,64.0,85.0,1.08,192,359.9,7.36,7.23,60.6
A0351,running,34,M,13,69.3,82.5,88.9,1.24,157,212.5,8.74,5.84,60.4
A0352,cycling,21,F,14,53.5,76.5,77.6,1.36,183,349.5,7.97,9.33,68.7
A0353,running,32,M,14,70.9,88.6,87.4,1.04,186,276.6,8.67,6.46,75.0
A0354,cycling,26,M,15,50.2,79.5,77.9,1.13,190,335.1,7.7,5.1,72.1
A0355,cycling,29,M,14,55.3,77.0,73.6,1.35,182,210.5,8.33,6.58,93.0
A0356,running,22,M,12,65.4,77.0,70.1,0.96,198,384.1,9.6,9.92,87.6
A0357,cycling,27,M,5,59.4,94.9,76.6,0.95,159,353.5,8.13,5.73,93.5
A0358,running,34,M,11,74.6,75.8,77.6,1.21,189,228.0,8.06,5.16,75.4
A0359,rowing,22,M,3,50.8,73.3,88.9,1.11,167,243.8,8.34,7.89,83.8
A0360,cycling,33,F,1,75.0,73.5,74.1,1.46,174,328.8,7.3,6.86,80.6
A0361,rowing,24,M,11,65.6,67.9,77.6,1.05,191,384.3,8.16,8.97,79.0
A0362,running,26,F,10,64.0,94.4,70.5,1.33,190,289.2,7.02,8.66,71.5
A0363,rowing,20,M,6,51.5,65.9,85.3,1.21,185,297.1,8.51,5.93,88.4
A0364,rowing,32,M,11,56.8,96.3,88.3,0.84,151,247.6,9.54,7.82,81.0
A0365,running,33,M,1,73.1,71.3,74.8,0.86,168,276.6,8.66,5.16,63.1
A0366,rowing,35,M,9,58.9,96.0,78.6,0.94,159,257.2,8.82,7.2,60.0
A0367,rowing,31,F,2,66.5,91.6,72.4,0.9,198,270.1,7.09,8.57,60.8
A0368,running,20,F,1,75.0,83.3,79.1,1.03,152,204.1,9.58,7.07,63.0
A0369,rowing,29,F,15,56.6,86.8,72.7,1.21,168,208.2,8.16,5.59,74.8
A0370,running,26,M,12,64.4,73.0,80.5,1.22,200,336.1,9.92,5.31,72.2
A0371,rowing,24,M,7,67.4,83.0,84.7,1.21,175,336.4,7.36,9.27,66.3
A0372,running,26,M,6,54.1,71.7,81.1,0.88,200,266.0,9.83,9.46,80.6
A0373,running,30,F,6,53.7,76.1,74.9,1.22,200,377.1,8.9,6.72,98.8
A0374,rowing,35,M,14,61.4,90.6,77.1,1.09,196,253.2,7.16,5.82,66.4
A0375,rowing,22,F,5,59.6,69.8,82.8,1.43,174,279.2,9.92,9.89,70.0
A0376,rowing,30,F,11,67.9,93.6,81.8,1.44,199,346.3,7.04,7.73,78.5
A0377,cycling,21,M,4,51.7,75.0,72.7,1.34,166,348.7,9.19,7.38,85.6
A0378,cycling,19,M,11,74.3,81.3,86.9,1.29,159,372.2,9.67,8.71,84.0
A0379,cycling,33,F,4,50.4,97.7,79.5,0.88,195,205.8,7.53,5.84,80.8
A0380,running,26,F,3,65.0,87.3,73.2,0.86,200,236.8,8.03,7.9,89.5
A0381,rowing,26,F,10,64.1,85.8,72.5,1.39,199,328.1,8.68,9.45,93.8
A0382,running,23,M,8,53.4,88.5,89.3,1.1,160,267.6,9.04,5.12,100.0
A0383,cycling,28,M,7,53.8,96.7,75.6,1.12,160,208.7,9.62,8.36,78.6
A0384,rowing,18,M,9,69.8,69.9,88.2,1.39,161,317.3,9.28,7.76,99.8
A0385,running,21,M,1,72.2,84.5,78.2,1.24,189,278.6,8.09,9.75,89.2
A0386,rowing,30,M,7,57.1,76.0,77.7,0.93,197,272.8,9.47,6.29,86.3
A0387,running,30,M,10,60.9,60.5,84.0,0.95,157,252.9,9.9,9.29,85.6
A0388,rowing,30,F,4,58.9,65.0,70.2,0.8,173,201.2,7.68,6.54,96.4
A0389,cycling,19,F,7,51.8,73.0,76.8,1.3,163,236.5,7.22,7.15,97.9
A0390,cycling,26,F,13,66.8,82.6,76.1,1.14,172,294.8,8.28,6.07,67.1
A0391,rowing,25,M,12,70.6,95.3,87.4,1.46,199,255.1,9.64,9.32,79.7
A0392,running,24,F,1,57.6,91.6,80.6,1.3,185,374.9,7.45,5.98,97.7
A0393,cycling,21,M,5,74.8,82.1,77.3,0.87,166,228.6,9.66,9.3,75.3
A0394,cycling,35,M,3,51.9,63.0,75.3,0.91,194,375.1,9.98,7.28,69.3
A0395,cycling,20,F,5,66.5,71.4,81.8,1.15,154,281.0,7.16,9.18,64.1
A0396,rowing,23,M,4,61.2,74.7,73.0,1.45,152,255.2,8.49,6.32,83.9
A0397,rowing,29,F,2,61.2,84.9,74.9,0.97,158,260.9,7.99,5.66,88.0
A0398,running,29,F,11,61.4,62.6,75.9,1.38,169,266.0,8.18,7.77,67.8
A0399,running,25,M,4,56.5,81.2,82.2,1.02,199,301.3,8.35,7.55,86.9
A0400,running,18,F,3,67.9,96.1,77.5,0.99,169,270.8,9.22,6.78,96.0
A0401,rowing,21,F,13,68.0,88.2,80.1,1.43,200,329.4,8.77,8.31,69.7
A0402,rowing,28,F,1,57.1,91.9,83.0,0.83,168,285.0,9.88,5.48,64.9
A0403,running,20,F,12,70.9,87.3,89.1,1.26,170,334.3,8.0,8.11,93.4
A0404,running,30,M,10,57.9,68.3,85.3,0.83,165,320.9,8.62,6.06,96.7
A0405,rowing,34,F,8,68.1,64.4,78.1,1.36,182,248.9,9.44,5.64,68.6
A0406,running,27,F,15,53.0,93.2,85.0,1.38,154,362.6,8.12,9.55,88.9
A0407,cycling,29,F,5,54.2,87.8,89.0,1.43,173,359.8,8.4,7.3,83.6
A0408,rowing,32,M,4,57.9,83.0,80.0,0.93,164,397.8,9.05,8.82,69.6
A0409,running,27,F,10,64.8,67.6,78.2,0.89,175,235.0,9.58,5.45,92.9
A0410,rowing,31,M,12,66.1,84.1,71.6,1.15,193,369.6,8.25,5.29,78.8
A0411,cycling,30,F,5,59.9,61.3,87.8,0.99,174,374.4,8.6,7.47,88.0
A0412,rowing,22,F,4,51.9,64.8,74.9,1.22,177,328.4,9.93,6.58,72.1
A0413,rowing,23,F,3,59.3,72.5,71.3,1.16,182,301.3,7.13,5.02,92.6
A0414,rowing,19,M,5,67.2,77.7,80.7,0.9,195,391.5,8.34,5.92,70.6
A0415,rowing,34,M,4,66.8,64.8,86.9,1.32,167,394.5,8.91,6.09,74.6
A0416,cycling,21,M,15,54.0,64.8,78.1,1.36,167,328.3,7.03,6.44,75.7
A0417,rowing,31,M,1,50.2,89.0,85.7,1.47,187,271.9,8.79,9.39,68.3
A0418,rowing,27,M,12,68.8,82.8,86.7,1.08,182,363.4,7.17,7.1,95.0
A0419,running,20,M,3,52.7,81.3,79.1,1.04,176,217.9,9.57,8.4,64.5
A0420,rowing,20,F,10,52.1,78.1,81.8,0.93,198,258.1,9.42,5.09,82.5
A0421,running,32,M,15,50.1,99.1,80.7,0.93,199,397.1,7.1,9.07,92.6
A0422,cycling,23,F,10,60.8,62.0,88.8,1.02,164,362.9,7.15,6.2,83.2
A0423,cycling,34,M,8,62.6,67.2,84.5,1.49,193,387.9,9.26,6.55,73.1
A0424,cycling,29,M,7,65.9,85.9,88.5,0.86,162,319.0,8.11,5.23,91.3
A0425,cycling,28,M,2,57.4,65.5,74.4,0.98,183,281.5,8.73,7.05,80.0
A0426,running,21,F,1,67.8,83.6,76.2,0.86,153,395.9,7.81,9.26,66.5
A0427,rowing,23,M,3,54.2,82.7,71.4,0.99,184,261.9,7.52,6.89,72.7
A0428,cycling,18,M,5,70.8,98.8,80.0,0.86,168,351.5,7.89,9.54,83.7
A0429,rowing,33,F,10,64.3,95.3,87.5,1.16,180,311.6,7.74,9.34,86.4
A0430,running,32,F,15,64.6,97.8,76.5,1.11,174,245.7,8.34,5.31,81.9
A0431,running,34,F,11,55.2,64.5,72.6,0.92,189,203.5,9.24,6.53,70.9
A0432,running,25,F,12,51.9,94.7,71.4,0.92,161,276.8,8.66,9.55,83.8
A0433,cycling,29,M,1,61.6,65.2,79.0,1.24,161,309.5,8.83,5.15,73.3
A0434,rowing,27,F,3,65.4,85.3,73.3,1.07,191,236.6,8.41,8.83,69.0
A0435,rowing,32,M,3,52.4,88.8,76.9,0.84,174,282.9,7.97,9.53,97.8
A0436,rowing,26,M,5,73.8,66.4,86.4,1.44,182,323.0,7.43,8.85,72.6
A0437,running,19,F,3,74.5,85.3,77.7,1.08,186,343.0,8.06,8.72,73.4
A0438,cycling,22,M,13,63.6,62.1,82.2,1.21,177,210.5,9.0,9.22,95.9
A0439,running,23,F,9,73.8,71.7,80.0,1.42,192,332.8,9.2,8.33,65.7
A0440,running,24,M,1,54.5,96.8,84.4,1.08,158,211.3,8.41,7.12,83.4
A0441,rowing,18,F,4,50.6,66.9,73.1,1.37,163,205.6,8.93,5.31,91.3
A0442,running,24,F,13,51.0,62.6,88.4,1.44,152,230.5,7.63,8.94,70.9
A0443,rowing,29,F,13,64.7,77.7,82.9,0.92,154,330.7,9.58,9.53,93.8
A0444,cycling,33,F,10,51.5,94.0,75.4,1.42,175,210.6,9.6,7.56,90.8
A0445,rowing,33,F,10,74.0,63.1,72.5,0.88,190,204.2,7.96,7.66,79.4
A0446,cycling,28,F,4,53.5,74.2,73.0,0.99,167,223.6,8.64,7.02,64.7
A0447,rowing,21,M,1,57.6,96.0,85.7,1.37,187,389.9,8.82,9.28,98.8
A0448,running,30,M,14,70.6,64.7,81.8,1.43,170,381.5,8.42,5.07,85.0
A0449,running,24,M,2,55.5,72.4,77.6,1.28,188,217.3,9.73,8.12,80.7
A0450,cycling,21,F,11,56.1,91.1,76.7,0.87,165,260.8,9.22,9.54,95.4
A0451,cycling,32,M,1,66.1,81.7,87.1,1.17,189,389.5,9.02,5.52,76.9
A0452,cycling,26,F,6,56.9,93.3,87.5,1.2,172,219.5,8.56,9.8,82.5
A0453,rowing,28,M,3,55.4,64.5,81.6,1.0,178,218.9,7.25,9.84,94.3
A0454,rowing,25,M,7,56.4,96.8,80.5,1.49,159,217.2,7.32,9.65,75.7
A0455,cycling,18,F,5,62.3,97.4,86.3,1.03,154,395.3,7.9,7.31,90.9
A0456,running,25,M,9,74.2,66.2,85.0,0.95,160,348.6,7.63,6.91,70.2
A0457,rowing,30,M,7,70.8,61.4,78.0,0.88,178,242.9,9.86,8.53,88.1
A0458,rowing,21,M,4,57.1,99.6,71.7,1.06,194,209.2,8.23,6.59,80.4
A0459,rowing,25,F,5,59.1,79.3,85.4,1.28,176,393.0,9.63,5.34,66.6
A0460,cycling,20,M,5,61.6,82.9,73.4,0.96,183,285.1,9.45,9.51,65.4
A0461,cycling,26,F,11,74.5,84.6,70.3,1.34,163,319.7,9.44,8.17,78.3
A0462,cycling,19,M,15,54.3,91.6,86.9,0.89,190,255.8,7.65,6.04,88.4
A0463,cycling,19,M,5,58.9,92.5,81.6,1.11,191,351.7,8.34,5.09,84.1
A0464,cycling,30,M,10,68.2,67.8,87.8,1.29,159,239.4,7.95,8.62,94.2
A0465,running,32,M,9,74.1,69.5,79.7,0.89,191,357.4,9.91,9.26,75.6
A0466,running,29,F,10,53.9,95.1,88.5,1.22,200,246.1,9.63,7.03,93.7
A0467,cycling,21,M,3,55.7,92.8,77.1,1.36,160,219.6,7.75,5.4,61.5
A0468,rowing,25,F,6,55.6,84.7,84.5,1.22,160,295.8,7.94,8.24,74.6
A0469,cycling,26,F,8,50.5,99.8,76.0,1.16,184,362.6,8.59,6.48,62.9
A0470,running,22,M,11,65.1,89.4,70.0,1.39,168,277.0,7.84,5.72,96.8
A0471,running,35,M,9,66.8,68.6,77.6,1.49,173,205.8,9.47,7.55,79.0
A0472,rowing,28,F,13,65.1,93.9,84.8,0.93,150,310.7,9.46,7.41,72.6
A0473,running,32,F,15,51.8,76.6,73.0,1.28,161,336.1,9.17,7.58,79.7
A0474,cycling,26,M,7,51.7,61.4,80.1,0.86,196,348.1,9.07,9.12,81.3
A0475,rowing,34,M,12,55.3,72.9,74.2,0.83,163,280.4,8.64,7.42,93.8
A0476,cycling,29,M,3,57.3,90.5,71.5,1.0,152,219.4,8.04,9.5,81.7
A0477,cycling,24,M,1,69.7,98.4,82.3,1.48,194,316.9,9.51,9.21,77.3
A0478,rowing,27,M,4,54.0,71.0,89.0,1.19,199,265.9,9.58,8.26,98.5
A0479,cycling,27,F,13,51.1,69.9,76.2,0.99,181,389.4,7.15,5.28,98.7
A0480,running,30,M,6,59.8,82.5,81.6,0.89,165,300.5,8.2,9.32,61.5
A0481,cycling,28,M,3,60.4,92.5,89.1,1.44,187,294.5,7.08,9.53,88.3
A0482,rowing,30,F,14,61.3,89.9,83.0,1.05,159,261.8,9.52,6.88,74.9
A0483,rowing,25,M,1,70.7,82.4,83.5,1.01,166,267.8,7.53,7.63,87.0
A0484,rowing,25,M,6,52.5,85.3,73.6,1.4,198,302.6,9.02,6.41,85.5
A0485,cycling,21,F,14,67.6,69.7,79.9,1.22,189,261.3,8.07,5.07,73.2
A0486,rowing,32,M,1,58.4,77.3,77.3,0.92,153,378.5,9.45,7.4,99.5
A0487,rowing,28,F,9,57.7,70.2,79.4,1.1,164,287.8,8.53,5.65,74.3
A0488,cycling,28,M,11,73.3,95.4,86.0,1.45,182,258.4,7.97,5.92,85.3
A0489,running,18,M,14,56.2,64.5,79.2,1.43,188,231.1,7.97,7.4,92.5
A0490,cycling,34,M,12,66.1,87.2,71.3,0.85,159,334.5,7.98,9.34,65.8
A0491,rowing,32,F,1,56.9,70.4,88.1,0.99,156,205.2,9.37,9.22,72.0
A0492,rowing,23,F,13,62.7,79.0,80.9,0.91,182,290.0,9.13,9.83,68.0
A0493,cycling,32,F,6,69.7,72.0,88.5,1.17,166,310.0,7.96,7.41,91.3
A0494,running,26,F,1,72.0,72.9,81.4,1.32,161,268.0,8.47,7.76,92.0
A0495,rowing,31,M,12,71.0,70.4,71.4,1.01,166,350.0,7.23,9.11,70.2
A0496,rowing,35,F,7,64.6,90.1,81.1,1.33,196,335.1,9.48,8.5,60.2
A0497,rowing,34,F,3,56.2,74.6,81.5,1.27,165,394.3,7.8,5.91,76.9
A0498,cycling,35,F,6,66.5,89.1,74.3,1.31,163,301.8,9.67,6.99,87.5
A0499,rowing,22,M,7,67.7,78.2,79.4,1.46,152,307.6,8.79,9.65,84.9
A0500,running,26,M,1,50.3,81.9,79.2,1.1,200,249.2,8.7,5.73,77.8
A0501,rowing,28,F,1,61.0,81.7,82.5,1.04,193,277.1,7.49,6.05,72.1
A0502,rowing,18,F,13,71.1,99.0,75.2,1.28,200,205.4,7.21,7.0,79.0
A0503,running,35,M,5,62.2,74.7,81.6,1.37,199,337.9,8.66,9.7,60.6
A0504,rowing,23,F,6,57.8,68.3,74.8,0.93,179,262.3,8.4,5.57,63.0
A0505,cycling,19,F,15,71.8,96.5,78.9,1.39,195,308.1,7.36,8.36,66.5
A0506,cycling,32,F,15,53.9,67.0,72.5,0.84,190,251.0,9.51,5.66,85.0
A0507,cycling,31,F,9,55.2,93.4,70.7,0.8,184,324.2,8.25,7.62,68.8
A0508,running,22,M,14,67.2,66.0,76.4,0.91,175,289.5,7.78,7.68,76.9
A0509,rowing,23,M,1,58.8,86.3,75.5,1.49,161,296.4,9.36,5.21,84.9
A0510,cycling,23,M,13,67.8,66.0,78.1,1.17,180,388.5,9.74,9.77,93.2
A0511,running,35,F,4,53.9,96.9,89.2,0.83,166,341.2,7.92,9.03,82.0
A0512,rowing,31,F,10,56.3,82.6,80.4,1.5,186,252.4,9.33,6.51,67.1
A0513,running,27,M,8,53.9,73.2,81.1,1.32,157,300.8,8.96,5.65,98.1
A0514,cycling,31,M,10,73.8,65.6,88.8,1.39,168,293.3,9.97,6.73,63.6
A0515,cycling,30,M,9,60.1,74.8,88.4,0.95,175,359.0,7.61,9.47,74.7
A0516,cycling,20,F,15,58.4,88.2,87.7,0.87,153,366.7,9.88,5.66,96.9
A0517,running,23,M,13,50.4,75.4,72.0,1.16,164,256.7,7.95,6.75,84.1
A0518,running,25,F,3,53.8,69.8,82.7,1.34,200,364.2,8.24,7.47,86.5
A0519,cycling,29,F,11,60.5,83.1,86.2,1.25,196,235.9,8.08,5.16,72.1
A0520,running,30,M,2,51.7,76.7,86.7,1.24,163,352.6,7.81,6.34,63.1
A0521,cycling,28,M,4,62.8,66.6,81.6,1.33,179,249.8,9.08,7.98,74.6
A0522,cycling,29,F,2,61.4,66.2,70.3,0.96,197,259.6,8.77,6.62,76.1
A0523,rowing,18,M,1,69.2,88.3,89.5,1.26,191,370.5,7.92,9.35,70.8
A0524,running,34,M,12,66.5,99.0,79.4,1.07,173,284.0,7.4,9.68,68.6
A0525,cycling,33,F,3,61.1,69.3,77.9,0.85,195,398.1,7.95,7.21,74.2
A0526,cycling,28,F,7,55.6,90.9,77.9,0.94,192,230.4,8.14,7.66,85.6
A0527,running,30,F,13,68.2,63.5,78.5,1.36,183,292.7,8.14,8.15,98.0
A0528,rowing,35,F,13,67.7,75.3,74.8,1.43,168,346.5,8.07,8.32,88.2
A0529,rowing,28,F,1,53.8,80.3,76.5,1.0,152,201.1,7.15,5.32,91.2
A0530,cycling,29,M,2,72.9,70.7,89.7,0.93,153,230.4,8.39,5.27,72.2
A0531,running,23,F,1,51.6,81.2,77.4,0.82,160,204.1,9.51,9.33,64.2
A0532,rowing,26,F,8,51.4,95.3,80.5,1.46,162,398.6,7.54,6.1,71.7
A0533,running,33,F,5,54.7,97.8,87.0,1.28,199,352.1,7.44,7.92,76.1
A0534,running,21,M,8,72.7,64.0,80.5,1.47,167,274.7,8.42,8.12,87.6
A0535,cycling,20,F,3,63.0,70.9,76.5,1.4,168,231.3,8.11,5.82,97.6
A0536,rowing,33,F,13,69.7,99.2,80.5,1.04,193,218.1,8.68,8.81,92.4
A0537,cycling,29,F,12,55.7,70.8,72.3,0.88,182,306.4,9.84,9.33,70.7
A0538,rowing,28,M,7,62.3,87.7,72.6,1.15,187,395.2,9.28,6.43,92.8
A0539,rowing,22,F,8,59.0,70.1,83.9,0.82,152,334.9,9.06,9.39,76.5
A0540,rowing,35,F,15,70.7,74.3,88.3,0.9,198,273.0,8.25,5.41,67.0
A0541,rowing,23,F,6,50.6,67.7,84.5,0.96,184,300.2,7.86,9.0,78.5
A0542,rowing,35,M,13,56.1,94.3,71.5,1.27,150,399.8,8.62,8.2,82.5
A0543,running,23,M,13,53.8,95.3,78.1,1.16,184,303.8,9.66,7.92,90.5
A0544,cycling,21,M,7,71.5,71.9,70.1,1.01,185,392.8,9.63,6.15,74.0
A0545,running,29,M,14,61.7,92.9,80.2,1.2,187,203.3,8.34,6.81,65.9
A0546,rowing,19,F,12,60.1,74.3,73.9,0.89,188,344.2,7.74,9.55,63.8
A0547,cycling,34,F,2,61.2,64.0,87.4,1.33,174,325.4,7.68,7.33,64.5
A0548,rowing,28,M,8,74.3,90.3,72.1,1.3,189,337.1,7.1,7.97,98.0
A0549,cycling,28,M,5,71.3,83.9,70.0,0.95,162,314.1,9.53,9.68,98.1
A0550,running,33,F,7,67.7,71.0,79.0,1.22,153,208.8,7.79,7.33,98.8
A0551,cycling,19,F,1,57.3,70.1,73.1,1.15,155,229.9,8.08,6.94,72.1
A0552,cycling,19,M,5,54.1,99.0,84.8,0.84,160,384.5,9.43,9.47,67.7
A0553,cycling,25,M,1,73.0,94.5,88.4,0.99,150,246.6,7.36,9.55,99.2
A0554,cycling,30,M,12,60.6,92.4,70.8,1.5,157,398.6,8.38,6.77,99.5
A0555,cycling,27,M,13,57.0,65.1,77.9,0.87,183,335.9,7.37,7.96,63.1
A0556,rowing,25,F,8,61.8,90.2,89.9,1.15,189,288.9,8.33,9.82,90.1
A0557,cycling,21,M,15,72.9,68.6,84.7,1.39,158,384.0,7.14,5.28,71.5
A0558,cycling,32,M,4,59.7,99.1,89.1,1.01,185,359.0,8.55,5.2,96.4
A0559,running,18,F,4,64.1,62.1,73.3,0.98,198,285.8,9.39,7.58,63.6
A0560,cycling,28,F,2,70.1,74.1,74.4,1.42,188,213.7,9.03,6.46,95.5
A0561,running,24,F,5,60.7,77.1,73.1,1.01,191,373.7,8.53,7.91,60.1
A0562,rowing,34,F,1,55.8,93.0,76.0,1.26,186,353.0,9.49,8.62,80.9
A0563,cycling,35,F,9,74.9,90.6,84.5,1.32,191,358.1,7.68,5.35,73.4
A0564,running,29,M,5,73.9,75.0,73.3,1.35,193,349.0,9.49,9.41,77.1
A0565,running,26,M,6,71.1,82.6,80.5,1.5,170,255.2,7.83,6.38,77.4
A0566,rowing,22,M,2,67.2,93.4,75.4,1.36,169,371.8,8.09,6.91,86.1
A0567,cycling,27,F,10,57.4,60.7,86.6,1.26,187,200.4,7.39,6.69,60.9
A0568,cycling,21,M,10,72.8,92.1,70.1,1.43,150,247.5,7.31,9.2,87.7
A0569,running,22,F,1,56.9,97.9,74.5,1.43,184,209.3,9.8,5.85,60.9
A0570,cycling,27,M,4,70.0,61.3,82.1,1.48,177,222.1,7.57,5.14,67.4
A0571,running,28,M,7,73.0,61.8,71.9,1.34,156,306.5,8.0,9.86,84.3
A0572,cycling,27,F,6,65.1,73.8,79.3,0.94,192,207.5,8.59,9.9,63.5
A0573,running,25,F,10,70.1,63.5,78.7,1.3,193,236.3,8.04,6.29,99.6
A0574,cycling,19,M,1,69.8,79.2,87.1,0.85,158,246.5,9.61,5.05,91.4
A0575,rowing,25,M,1,54.8,89.1,82.5,1.02,150,331.1,9.7,8.23,88.2
A0576,cycling,33,M,8,66.7,82.7,82.8,0.88,185,293.8,7.98,8.24,70.7
A0577,cycling,22,M,4,52.3,67.9,89.0,1.46,183,291.7,7.28,9.7,61.9
A0578,rowing,20,M,5,62.7,86.2,89.6,1.04,183,353.7,7.63,6.49,99.2
A0579,cycling,29,F,13,54.1,87.4,83.1,1.3,166,291.3,8.42,5.95,65.9
A0580,rowing,30,F,7,60.4,97.3,80.4,1.2,181,269.7,7.87,8.08,93.2
A0581,cycling,30,F,8,70.8,65.9,82.2,0.88,151,392.5,8.36,7.82,67.9
A0582,running,27,F,15,74.7,87.7,77.6,1.19,185,201.7,9.28,8.59,75.0
A0583,running,21,M,10,57.9,96.5,89.7,1.26,174,261.1,8.26,9.43,87.7
A0584,cycling,26,M,7,63.3,80.1,84.1,1.42,192,321.9,7.59,7.8,97.8
A0585,cycling,19,F,2,62.8,74.5,75.8,0.85,200,356.6,8.07,5.75,60.8
A0586,cycling,18,M,14,73.9,66.8,71.2,1.01,175,363.3,9.23,7.99,70.4
